title,abstract,bodytext
Journal Pre-proof Analysis of therapeutic targets for SARS-CoV-2 and discovery of potential drugs by computational methods Analysis of therapeutic targets for SARS-CoV-2 and discovery of potential drugs by computational methods,"Analysis of therapeutic targets for SARS-CoV-2 and discovery of potential drugs by computational methods, Acta Pharmaceutica Sinica B, https://doi.","Coronaviruses (CoVs) have caused a major outbreak of human fatal pneumonia since the beginning of the 21st century. Severe acute respiratory syndrome coronavirus (SARS-CoV) broke out and spread to five continents in 2003 with a lethal rate of 10% 1, 2 "
Loss of the abundant nuclear non-coding RNA MALAT1 is compatible with life and development,"Abbreviations: CLSM, confocal laser scanning microscopy; HCC, hepatocellular carcinoma; HP1, heterochromatin protein 1; KO, knockout; lncRNA, long non-coding RNA; MALAT1, metastasis-associated lung adenocarcinoma transcript 1; NEAT1, nuclear enriched abundant transcript 1; NSCLC, non-small cell lung cancer; Pc2: Polycomb 2 protein; qRT-PCR, quantitative reverse transcription-polymerase chain reaction; RNAP, RNA polymerase; RPLP0, ribosomal protein, large subunit, P0; TRF2, telomere repeat factor 2; UBF, upstream binding factor; WT, wild-type; ZFN, zinc finger nuclease www.landesbioscience.com RNA Biology","Recent deep transcriptome sequencing and tiling array studies have uncovered that between 70% and 90% of the human genome are estimated to be pervasively transcribed into mostly non-protein-coding RNA while only less than 2% of the human genome are encoding for proteins. [1] [2] [3] [4] These non-coding RNAs (ncRNAs) comprise small RNAs such as microRNAs 5 as well as long non-coding RNAs (lncRNAs). However, only a minute fraction of the large number of non-coding gene products has been identified or characterized at all. The few individual examples studied in greater detail provide evidence that lncRNAs can execute a broad range of important functions in the cell. [6] [7] [8] Individual long ncRNAs have been implicated e.g., in gene regulation, [9] [10] [11] splicing control, [12] [13] [14] or X chromosome dosage compensation. 15, 16 Notably, some of the lncRNAs have also been implicated in human diseases and most importantly in cancer"
Type I interferon protects neurons from prions in in vivo models,"Infectious prions comprising abnormal prion protein, which is produced by structural conversion of normal prion protein, are responsible for transmissible spongiform encephalopathies including Creutzfeldt-Jakob disease in humans. Prions are infectious agents that do not possess a genome and the pathogenic protein was not thought to evoke any immune response. Although we previously reported that interferon regulatory factor 3 (IRF3) was likely to be involved in the pathogenesis of prion diseases, suggesting the protective role of host innate immune responses mediated by IRF3 signalling, this remained to be clarified. Here, we investigated the reciprocal interactions of type I interferon evoked by IRF3 activation and prion infection and found that infecting prions cause the suppression of endogenous interferon expression. Conversely, treatment with recombinant interferons in an ex vivo model was able to inhibit prion infection. In addition, cells and mice deficient in type I interferon receptor (subunit interferon alpha/beta receptor 1), exhibited higher susceptibility to 22L-prion infection. Moreover, in in vivo and ex vivo prion-infected models, treatment with RO8191, a selective type I interferon receptor agonist, inhibited prion invasion and prolonged the survival period of infected mice. Taken together, these data indicated that the interferon signalling interferes with prion propagation and some interferon-stimulated genes might play protective roles in the brain. These findings may allow for the development of new strategies to combat fatal diseases.","Human prion diseases, including Creutzfeldt-Jakob disease, are transmissible neurodegenerative disorders for which no effective treatment is currently available. Prions are proteinaceous infectious pathogens distinct from bacteria or viruses. Accumulation of the structurally abnormal prion protein (PrP Sc ) causes pathological changes such as neuronal death in the brain, resulting in rapidly progressive cognitive disorders. PrP Sc , which is highly enriched in b-sheet secondary structures, causes misfolding of normal cellular PrP (PrP C ) (Prusiner, 1998; Weissmann et al., 2002) . In a widely-accepted model of the molecular mechanism of prion pathogenesis, following the expression or introduction of PrP Sc , the pathogenic proteins accumulate in and on neurons; subsequently, various inflammatory responses occur and induce neuronal death (Tamguney et al., 2008; Aguzzi et al., 2013) . One pathological feature associated with prion infection is widespread diffuse gliosis. However, the host-pathogen interaction in these diseases remains incompletely understood."
Cloning whole bacterial genomes in yeast,"Most microbes have not been cultured, and many of those that are cultivatable are difficult, dangerous or expensive to propagate or are genetically intractable. Routine cloning of large genome fractions or whole genomes from these organisms would significantly enhance their discovery and genetic and functional characterization. Here we report the cloning of whole bacterial genomes in the yeast Saccharomyces cerevisiae as single-DNA molecules. We cloned the genomes of Mycoplasma genitalium (0.6 Mb), M. pneumoniae (0.8 Mb) and M. mycoides subspecies capri (1.1 Mb) as yeast circular centromeric plasmids. These genomes appear to be stably maintained in a host that has efficient, well-established methods for DNA manipulation.","DNA cloning is a defining technique of modern molecular biology. Generally, cloned DNA contains no more than a few genes. Recently, there has been increasing interest in cloning much larger pieces of DNA, including whole genomes. For example, several organelle genomes have been cloned. The 16-kb mouse mitochondrial genome has been cloned in Escherichia coli (1, 2) , Bacillus subtilis (1,3) and yeast (4) . The 139-kb maize chloroplast genome has been cloned in yeast (5) , and the 135-kb rice chloroplast genome has been cloned in B. subtilis (1) . Viral genomes have been cloned in E. coli, including those from a number of herpesviruses (6) as well as baculoviruses (7) (8) (9) , coronaviruses (10) and a poxvirus (11) . A 36-kb human adenovirus type 2 genome (12) and a 178-kb fragment of the human cytomegalovirus genome (13) have been cloned in yeast. As for bacteria, $10% of the 1.8-Mb Haemophilus influenzae genome has been cloned as two separate episomal elements in E. coli (14) . The 3.5-Mb Synechocystis PCC6803 genome was inserted in three discontiguous regions into the B. subtilis genome, with the exception of the two ribosomal RNA operons (15) . We have reported the cloning of a completely synthetic 0.6-Mb Mycoplasma genitalium genome in yeast as a circular yeast centromeric plasmid (YCp) (16, 17) . We have also reported the cloning of the natural 1.1-Mb genome isolated from M. mycoides subspecies capri in yeast as a YCp (18) ."
PGHN Case Report Acute Necrotizing Pancreatitis Associated with Mycoplasma pneumoniae Infection in a Child,"Mycoplasma pneumoniae is responsible for approximately 20% to 30% of community-acquired pneumonia, and is well known for its diverse extrapulmonary manifestations. However, acute necrotizing pancreatits is an extremely rare extrapulmonary manifestation of M. pneumoniae infection. A 6-year-old girl was admitted due to abdominal pain, vomiting, fever, and confused mentality. Acute necrotizing pancreatitis was diagnosed according to symptoms, laboratory test results, and abdominal computed tomography scans. M. pneumoniae infection was diagnosed by a 4-fold increase in antibodies to M. pneumoniae between acute and convalescent sera by particle agglutination antibody assay. No other etiologic factors or pathogens were detected. Despite the occurrence of a large infected pseudocyst during the course, the patient was able to discharge without morbidity by early aggressive supportive care. This is the first case in Korea of a child with acute necrotizing pancreatitis associated with M. pneumoniae infection.","Mycoplasma pneumoniae infection can cause a number of extrapulmonary manifestations, even in the absence of pneumonia. Extrapulmonary manifestations of M. pneumoniae infection notably involve the central nervous system, gastrointestinal tract, heart, joints, skin, and blood cells. Especially, gastrointestinal manifestations account for 25% of M. pneu-moniae infections, which produce nausea, vomiting, abdominal pain, diarrhea, and loss of appetite. However, acute pancreatitis is rarely associated with M. pneumoniae infection, with scarce reports and studies in literature [1] [2] [3] [4] [5] . We report the first case in Korea of a child with acute necrotizing pancreatitis associated with M. pneumoniae infection."
Global Health and Foreign Policy,"Health has long been intertwined with the foreign policies of states. In recent years, however, global health issues have risen to the highest levels of international politics and have become accepted as legitimate issues in foreign policy. This elevated political priority is in many ways a welcome development for proponents of global health, and it has resulted in increased funding for and attention to select global health issues. However, there has been less examination of the tensions that characterize the relationship between global health and foreign policy and of the potential effects of linking global health efforts with the foreign-policy interests of states. In this paper, the authors review the relationship between global health and foreign policy by examining the roles of health across 4 major components of foreign policy: aid, trade, diplomacy, and national security. For each of these aspects of foreign policy, the authors review current and historical issues and discuss how foreign-policy interests have aided or impeded global health efforts. The increasing relevance of global health to foreign policy holds both opportunities and dangers for global efforts to improve health.","Global health issues have long been a concern for foreignpolicy-makers. From sanitary cordons instituted to prevent plague from entering Croatia's Dalmatian Coast to the international sanitary conventions, which began in 1851, to the victories over malaria and yellow fever that permitted the construction of the strategic Panama Canal, health and disease have been intertwined with the pursuit of foreignpolicy interests. However, over the last 2 decades, globalization has made global health more relevant across multiple aspects of foreign policy than ever before. Fidler calls this a ''revolution'' in the political status of global health, noting that ''nothing in the prior history of national and international efforts on public health compares to the political status public health has reached today'' (1, p. 45) ."
Brief Definitive Report MACROPHAGES GENETICALLY RESISTANT TO MOUSE HEPATITIS VIRUS CONVERTED IN VITRO TO SUSCEPTIBLE MACROPHAGES*,"There is extensive evidence that cultured macrophages from genetically resistant or susceptible strains of mice reflect the genetic resistance or susceptibility of the host. Yet the effects of cortisone, cytoxan, and epierythrozoon in vitro are minimal or absent. However, experiments reported here have shown that certain substances (lymphokines) in supernatant fluid from allogeneic mixed lymphocyte cultures (MLC) rendered the macrophages of C3H mice susceptible to MHV. Fluid derived from congenic MLC did not change the resistance of C3H macrophages to the virus.",Experiments were designed to test whether substances elaborated by MLC into the culture fluid would influence the susceptibility of resistant macrophages to MHV-PRI and whether direct cell-to-cell contact was necessary.
The Importance of Virology at a Time of Great Need and Great Jeopardy,"Citation Imperiale MJ, Casadevall A. 2015. The importance of virology at a time of great need and great jeopardy. mBio 6(2):e00236-15.","A s we enter 2015, one needs to look no farther than the daily news reports to appreciate the ongoing burden of viral diseases. Last year, Ebola reemerged in West Africa, claiming thousands of lives and affecting many thousands more. Cases of Middle East respiratory syndrome (MERS) continue to be reported, with the possibility of a severe acute respiratory syndrome (SARS)-like epidemic ever present. Chikungunya virus has spread to the Western Hemisphere, and the infection is now epidemic in the Caribbean and southern United States. We are also living in a world in which hundreds of millions of people are chronically infected with hepatitis B and C viruses (HBV and HCV, respectively). The rate of new HIV infections has declined, but millions remain infected, and it, too, has already cut short far too many lives. Viruses account for up to 20% of all human cancers, and although a large percentage of new human papillomavirus (HPV) and HBV infections can now be prevented by vaccination, many are already infected, and the vaccines are not being used to their full potential. We are in the middle of our annual encounter with influenza virus, never knowing when the next strain to which there is little or no preexisting immunity will arise. In 2014-2015, a mismatch between the H3N2 strain in the influenza vaccine and the circulating virus has led to a poorly protective vaccine, which highlights the need for new vaccines. In recent months, there has been a recurrence of measles in the United States associated with a refusal by some parents to vaccinate their children, and the outbreak continues at the time of this writing (1). This accounting is of only some viruses and is limited to those that infect humans! There can be no argument that humankind's best hope of preventing and treating these diseases comes from a vigorous research enterprise. Vannevar Bush recognized this after World War II in the landmark report ""Science, the Endless Frontier,"" in which he convinced the U.S. government that investment in basic research at universities would yield tremendous dividends (https:// www.nsf.gov/od/lpa/nsf50/vbush1945.htm). Indeed, we have now almost eliminated polio due to the development of vaccines and have converted HIV infection from a certain death sentence to a largely manageable state, and, as mentioned above, we have our first anticancer vaccines by preventing some viral infections. The tremendous reduction in mortality from such diseases as variola, measles, and rubella came about only because the causative viruses were identified, cultivated, attenuated, and made into effective vaccines by biomedical research. In addition to having applied these practical findings, we have gained important fundamental insights into the biology not only of viruses but also of the cells that they infect, and that information is being applied to find cures against other diseases, such as cancer. All these advances, and more, have come about because of public trust in science and investment in scientific research."
Genomic Characterization of a Newly Discovered Coronavirus Associated with Acute Respiratory Distress Syndrome in Humans,"A novel human coronavirus (HCoV-EMC/2012) was isolated from a man with acute pneumonia and renal failure in June 2012. This report describes the complete genome sequence, genome organization, and expression strategy of HCoV-EMC/ 2012 and its relation with known coronaviruses. The genome contains 30,119 nucleotides and contains at least 10 predicted open reading frames, 9 of which are predicted to be expressed from a nested set of seven subgenomic mRNAs. Phylogenetic analysis of the replicase gene of coronaviruses with completely sequenced genomes showed that HCoV-EMC/2012 is most closely related to Tylonycteris bat coronavirus HKU4 (BtCoV-HKU4) and Pipistrellus bat coronavirus HKU5 (BtCoV-HKU5), which prototype two species in lineage C of the genus Betacoronavirus. In accordance with the guidelines of the International Committee on Taxonomy of Viruses, and in view of the 75% and 77% amino acid sequence identity in 7 conserved replicase domains with BtCoV-HKU4 and BtCoV-HKU5, respectively, we propose that HCoV-EMC/2012 prototypes a novel species in the genus Betacoronavirus. HCoV-EMC/2012 may be most closely related to a coronavirus detected in Pipistrellus pipistrellus in The Netherlands, but because only a short sequence from the most conserved part of the RNA-dependent RNA polymerase-encoding region of the genome",". Coronaviruses are assigned to a genus on the basis of rooted phylogeny and calculation of pairwise evolutionary distances for seven highly conserved domains in the replicase polyprotein (1, 21) (C. Lauber and A. E. Gorbalenya, unpublished data). HCoV-229E and HCoV-NL63 are viruses belonging to the genus Alphacoronavirus (1) . Four monophyletic lineages (A through D) with no formal taxonomic standing, some of them encompassing multiple virus species, are commonly recognized within the genus Betacoronavirus. Lineage A includes HCoV-OC43 and HCoV-HKU1 and lineage B SARS-CoV, all of which belong to different species. Lineages C and D include viruses detected only in bats, such as Rousettus bat coronavirus HKU9 (BtCoV-HKU9) (lineage D), Tylonycteris bat coronavirus HKU4 (BtCoV-HKU4), and Pipistrellus bat coronavirus HKU5 (BtCoV-HKU5) (both lineage C) (1) . The genetic diversity of coronaviruses is likely facilitated by a high frequency of RNA recombination and the ability of their unusually large RNA genomes to both gain and lose domains (1, 22, 23) . These factors are believed to have promoted the emergence of viruses with novel traits that are able to adapt to new hosts and ecological niches, sometimes causing zoonotic events."
"PtK1 Cells Contain a Nonditfusible, Dominant Factor That Makes the Golgi Apparatus Resistant to Brefeldin A","Brefeldin A (BFA) was shown in earlier studies of numerous cell types to inhibit secretion, in-","Abstract. Brefeldin A (BFA) was shown in earlier studies of numerous cell types to inhibit secretion, induce enzymes of the Golgi stacks to redistribute into the ER, and to cause the Golgi cisternae to disappear. Here, we demonstrate that the PtKt line of rat kangaroo kidney cells is resistant to BFA. The drug did not disrupt the morphology of the Golgi complex in PtKt cells, as judged by immunofluorescence using antibodies to 58-(58K) and l l0-kD (B-COP) Golgi proteins, and by fluorescence microscopy of live cells labeled with C6-NBD-ceramide. In addition, BFA did not inhibit protein secretion, not alter the kinetics or extent of glycosylation of the vesicular stomatitis virus (VSV) glycoprotein (G-protein) in VSV-infected PtKt cells. To explore the mechanism of resistance to BFA, PtKt cells were fused with BFA-sensitive CV-1 cells that had been infected with a recombinant SV-40 strain containing the gene for VSV G-protein and, at various times following fusion, the cultures were exposed to BFA. Shortly after cell fusion, heterokaryons contained one Golgi complex associated with each nu-cleus. Golgi membranes derived from CV-1 cells were sensitive to BFA, whereas those of PtKt origin were BFA resistant. A few hours after fusion, most heterokaryons contained a single, large Golgi apparatus that was resistant to BFA and contained CV-1 galactosyltransferase. In unfused cells that had been perforated using nitrocellulose filters, retention of/3-COP on the Golgi was optimal in the presence of cytosol, ATP, and GTE In perforated cell models of the BFAsensitive MA104 line, BFA caused 3-COP to be released from the Golgi complex in the presence of nucleotides, and either MA104 or PtK~ cytosol. In contrast, when perforated PtKl cells were incubated with BFA, nucleotides, and cytosol from either cell type, ~-COP remained bound to the Golgi complex. We conclude that PtKl cells contain a nondiffusible factor, which is located on or very close to the Golgi complex, and confers a dominant resistance to BFA. It is possible that this factor is homologous to the target of BFA in cells that are sensitive to the drug."
trans-Golgl Retention of a Plasma Membrane Protein: Mutations in the Cytoplasmic Domain of the Asialoglycoprotein Receptor Subunit H1 Result in trans-Golgl Retention,"Unlike the wild-type asialoglycoprotein receptor subunit H1 which is transported to the cell surface, endocytosed and recycled, a mutant lacking residues 4-33 of the 40--amino acid cytoplasmic domain was found to be retained intracellularly upon expression in different cell lines. The mutant protein accumulated in the trans-Golgi, as judged from the acquisition of trans-Golgi-specific modifications of the protein and from the immunofluorescence staining pattern. It was localized to juxtanuclear, tubular structures that were also stained by antibodies against galactosyltransferase and -y-adaptin. The results of further mutagenesis in the cytoplasmic domain indicated that the size rather than the specific sequence of the cytoplasmic domain deter-mines whether H1 is retained in the trans-Golgi or transported to the cell surface. Truncation to less than 17 residues resulted in retention, and extension of a truncated tail by an unrelated sequence restored surface transport. The transmembrane segment of H1 was not sufficient for retention of a reporter molecule and it could be replaced by an artificial apolar sequence without affecting Golgi localization. The cytoplasmic domain thus appears to inhibit interaction(s) of the exoplasmic portion of H1 with trans-Golgi component(s)","T RANSPORT of proteins through the secretory pathway appears to occur by default (Pfeffer and Rothman, 1987) . In contrast, localization to individual compartments (by retention or retrieval) requires specific signals (Pelham and Munro, 1993) , such as the carboxy-terminal sequence KDEL and the cytoplasmic motif K(X)KXX for retrieval to the ER of lumenal and membrane proteins, respectively. The determinants for retention in Golgi compartments have so far been shown to comprise the transmembrane domain with or without flanking sequences. Proteins leaving the Golgi apparatus are sorted in the trans-Golgi network (TGN) largely by signal-dependent mechanisms into specific transport vesicles to secretory granules, apical or basolateral plasma membrane, or endosomes."
UA information,"Viral respiratory infections are frequently eliminated from human bodies without any sequelae. Secondary serious bacterial infection (SBI) in children with acute bronchiolitis has been an apprehension expressed by health care providers. Several published studies have shown an association between acute bronchiolitis and secondary bacterial infection, including urinary tract infections (UTI). However, the proposed mechanism by which a virus can induce UTIs is not yet known. The aim of this commentary is to update the current evidence of risk of UTI in children with bronchiolitis. We present several clinical studies related to the topic as well as a brief review of the potential pathophysiology of secondary infections that could present with viral respiratory illness.","Viral respiratory infections are frequently eliminated from human bodies without any sequelae. Nevertheless, in some occasions viruses can evade the immune reaction of the airways, leading to austere respiratory diseases. 1 Potent mechanical and immunosuppressive methods protect the lungs against external infections, but a solitary respiratory tract infection can change immunity and pathology. 2 Secondary serious bacterial infection (SBI) in children with acute bronchiolitis has been an apprehension expressed by health care providers. 3 Several published studies have shown an association between acute bronchiolitis and secondary bacterial infection, including urinary tract infections (UTI). [4] [5] [6] [7] [8] [9] [10] [11] [12] [13] However, the proposed mechanism by which a virus can induce UTIs is not yet known."
Article Critical role of phospholipase A 2 group IID in age-related susceptibility to severe acute respiratory syndrome-CoV infection,"Oxidative stress and chronic low-grade inflammation in the lungs are associated with aging and may contribute to age-related immune dysfunction. To maintain lung homeostasis, chronic inflammation is countered by enhanced expression of proresolving/antiinflammatory factors. Here, we show that age-dependent increases of one such factor in the lungs, a phospholipase A 2 (PLA 2 ) group IID (PLA 2 G2D) with antiinflammatory properties, contributed to worse outcomes in mice infected with severe acute respiratory syndrome-coronavirus (SARS-CoV). Strikingly, infection of mice lacking PLA 2 G2D expression (Pla2g2d / mice) converted a uniformly lethal infection to a nonlethal one (>80% survival), subsequent to development of enhanced respiratory DC migration to the draining lymph nodes, augmented antivirus T cell responses, and diminished lung damage. We also observed similar effects in influenza A virus-infected middle-aged Pla2g2d / mice. Furthermore, oxidative stress, probably via lipid peroxidation, was found to induce PLA 2 G2D expression in mice and in human monocyte-derived macrophages. Thus, our results suggest that directed inhibition of a single inducible phospholipase, PLA 2 G2D, in the lungs of older patients with severe respiratory infections is potentially an attractive therapeutic intervention to restore immune function.","Aging is associated with a decline in immune function, generally termed immunosenescence (Caruso et al., 2009; Cannizzo et al., 2011) , which in turn is often linked to age-related increases in oxidative stress (De La Fuente and Miquel, 2009) . Oxidative stress associated with aging has been attributed to the initiation and maintenance of chronic low-grade inflammation (""inflammaging""; Cannizzo et al., 2011) . A consequence of immunosenescence is that many viral infections are more severe in aged individuals (Chen and Subbarao, 2007; Assiri et al., 2013; Saad et al., 2014; Alsolamy, 2015) . Agedependent changes in susceptibility are especially striking in patients with the severe acute respiratory syndrome (SARS) or the recently identified Middle East respiratory syndrome (MERS), both caused by coronaviruses (SARS-CoV or MERS-CoV). In the 2002-2003 SARS epidemic, all patients under 24 yr of age survived, whereas 6, 15, and >50% of patients aged 25-44, 45-64, and >65 yr of age, respectively, succumbed to the infection, with many developing acute respiratory distress syndrome (Donnelly et al., 2003; Nicholls et al., 2003; Chen and Subbarao, 2007) . This marked age-dependent increase in mortality is also observed in mice and nonhuman primates infected with SARS-CoV (Nagata et al., 2008; Day et al., 2009; Smits et al., 2010; Frieman et al., 2012) . For example, 6-10-wk-old C57BL/6 mice are highly resistant to SARS-CoV and remain asymptomatic even in the absence of interferon signaling (Frieman et al., 2010) , whereas as mice age from for maintaining lung homeostasis and for prostaglandin production, we initially examined CD11c + cells harvested from young and middle-aged mice for global changes in gene expression. Expression levels of 186 genes changed during aging, with many involved in antigen presentation and inflammation ( Fig. 1 B and Table S1 ). Many of these were predicted to contribute to a chronic inflammatory response. However, our previous study showed that levels of a prostaglandin with antiinflammatory properties, PGD 2 , were elevated in aged mice (confirmed in Fig. 1 A) and contributed to poor outcomes after SARS-CoV infection (Zhao et al., 2011) . Therefore, we next focused on genes involved in the AA pathway, including several phospholipases, cyclooxygenases, and synthases, which could modulate PGD 2 levels in the lungs. Of all the genes in the AA cascade, only levels of secreted phospholipase A 2 group IID (PLA 2 G2D) were significantly higher in CD11c + cells in the lungs of middle-aged compared with young mice (using twofold differences as a cutoff; Fig. 1 , C and D). We confirmed these results by quantitative real-time PCR (qPCR) analyses of CD11c + cell RNA by separating CD11c + and CD11c  cells from the lungs of naive young and middle-aged mice using magnetic beads and quantifying the expression of PLA 2 G2D mRNA (Fig. 2 A) . We observed 25-30 fold higher expression of PLA 2 G2D mRNA in lung CD11c + compared with CD11c  cells from middle-aged mice. Comparison of CD11c + cells from young and middle-aged mice revealed that PLA 2 G2D was expressed at levels >50-fold higher in middleaged mice (Fig. 2 A) . Flow cytometric analysis also showed higher expression of PLA 2 G2D in CD11c + compared with CD11c  cells on a per cell basis in both young and middle-aged mice, as measured by mean fluorescent intensity (MFI; Fig. 2 B ). In addition, middle-aged mice harbored a higher frequency of CD11c + cells expressing PLA 2 G2D compared with young mice (Fig. 2 C) ."
"PEX19 Binds Multiple Peroxisomal Membrane Proteins, Is Predominantly Cytoplasmic, and Is Required for Peroxisome Membrane Synthesis","Peroxisomes are components of virtually all eukaryotic cells. While much is known about peroxisomal matrix protein import, our understanding of how peroxisomal membrane proteins (PMPs) are targeted and inserted into the peroxisome membrane is extremely limited. Here, we show that PEX19 binds a broad spectrum of PMPs, displays saturable PMP binding, and interacts with regions of PMPs required for their targeting to peroxisomes. Furthermore, mislocalization of PEX19 to the nucleus leads to nuclear accumulation of newly synthesized PMPs. At steady state, PEX19 is bimodally distributed between the cytoplasm and peroxisome, with most of the protein in the cytoplasm. We propose that PEX19 may bind newly synthesized PMPs and facilitate their insertion into the peroxisome membrane. This hypothesis is supported by the observation that the loss of PEX19 results in degradation of PMPs and/or mislocalization of PMPs to the mitochondrion.","The elaborate architecture of eukaryotic cells allows for the concentration of integrated biochemical functions, the segregation of competing metabolic processes, and the creation of unique chemical environments. How the cell assembles and maintains this complex array of subcellular organelles is a central issue in cell biology. It is also a critical subject of evolutionary biology given that the genesis of each organelle represents a watershed event in the evolution of eukaryotic life. The peroxisome is a ubiquitous organelle of eukaryotic cells that participates in a wide variety of metabolic processes (Wanders and Tager, 1998) . However, the mechanism of peroxisome biogenesis has yet to be elucidated, and there is no cogent model for the genesis of this organelle."
"Emerging Microbes and Infections (2012) 1, e13","A number of emerging and re-emerging viruses have caused epidemics or pandemics of infectious diseases leading to major devastations throughout human history. Therefore, developing effective and safe vaccines against these viruses is clearly important for the protection of at-risk populations. Our previous studies have shown that the receptor-binding domain (RBD) in the spike protein of severe acute respiratory syndrome (SARS)-associated coronavirus (SARS-CoV) is a key target for the development of SARS vaccines. In this review, we highlight some key advances in the development of antiviral vaccines targeting the RBDs of spike proteins of emerging and re-emerging viruses, using SARS-CoV, influenza virus, Hendra virus (HeV) and Nipah virus (NiV) as examples. Figure 1 The interaction between the receptor-binding domain in the spike of an emerging virus and the corresponding receptor on the target cell.","Epidemics and pandemics of emerging and re-emerging viral infectious diseases, such as severe acute respiratory syndrome (SARS)associated coronavirus (SARS-CoV), 1-3 influenza virus, 4 Hendra virus (HeV) and Nipah virus (NiV), 5, 6 have posed a great threat to public health, human safety and economic stability worldwide. Therefore, development of effective and safe vaccines to prevent these diseases is urgently needed."
Symptomatic Venous Thromboembolism Is a Disease Related to Infection and Immune Dysfunction,"The characteristics of human genomics and cellular immune function between clinically symptomatic venous thromboembolism (VTE) and controls were systematically compared to explore the immunologic pathogenesis of VTE. Microarray assay showed the mRNA expressions of genes related to non-specific cellarer immune and cytokines were significantly down-regulated. Abnormal expressions of CD3+, CD4+, CD8+, NK marker CD16+56+, CD19 and aberrant CD4+/CD8+ ratio were detected in 54 among 56 patients. In PE patients, microarray assay revealed the imbalance in the expressions of genes related to the immune system. The expressions of genes related to non-specific immune cells and cytokines were markedly up-regulated and those associated with cellular immune were dramatically down-regulated. In VTE patients, cytological examination indicated the functions of NK cells were significantly compromised, and the antigen recognition and killing function of T cells markedly decreased. The consistence between genomic and cytological examination suggests the symptomatic VTE is closely associated with the infection and immune dysfunction.","Venous thromboembolism (VTE) including acute pulmonary embolism (APE), chronic thromboembolic pulmonary hypertension (CTEPH) and deep venous thrombosis (DVT) is a global disease. The high morbidity, high misdiagnosis rate and high mortality render PE as a worldwide health problem (1) . In 1965, Egeberg et al first described a parentage with inherited antithrombin deficiency, a member of which repeatedly developed DVT. The antithrombin deficiency is an autosomal dominant genetic disease and they first proposed the concept of thrombophilia (2) . However, evidence on the genetic pathogenesis of VTE is rarely identified in a majority of VTE patients (3) . According to the pathogenesis, VTE is classified into genetic VTE and acquired VTE which is frequently found in clinical practice. The symptomatic VTE is an entity of hereditary VTE and acquired VTE."
Inhibition of HIV-1 by multiple siRNAs expressed from a single microRNA polycistron,"RNA interference (RNAi) is a powerful approach to inhibit human immunodeficiency virus type 1 (HIV-1) replication. However, HIV-1 can escape from RNAimediated antiviral therapy by selection of mutations in the targeted sequence. To prevent viral escape, multiple small interfering RNAs (siRNAs) against conserved viral sequences should be combined. Ideally, these RNA inhibitors should be expressed simultaneously from a single transgene transcript.","RNAi is an evolutionary conserved and sequence-specific gene silencing mechanism in eukaryotes (1, 2) . RNAi can be induced by double-stranded RNA that is processed by the RNase III-like enzyme Dicer into 21-25 bp siRNAs (3) (4) (5) . The siRNA is incorporated into the RNA-induced silencing complex (RISC) in the cytoplasm and directs RISC to degrade an mRNA that is perfectly complementary to one (guide) strand of the siRNA (5) ."
Lectin Switching During Dengue Virus Infection,"Dengue virus receptors are relatively poorly characterized, but there has been recent interest in 2 C-type lectin molecules, dendritic cell-specific intercellular adhesion molecule 3 (ICAM-3)-grabbing nonintegrin (DC-SIGN) and its close homologue liver/lymph node-specific ICAM-3-grabbing integrin (L-SIGN), which can both bind dengue and promote infection. In this report we have studied the interaction of dengue viruses produced in insect cells, tumor cell lines, and primary human dendritic cells (DCs) with DC-SIGN and L-SIGN. Virus produced in primary DCs is unable to interact with DC-SIGN but remains infectious for L-SIGNexpressing cells. Skin-resident DCs may thus be a site of initial infection by insect-produced virus, but DCs will likely not participate in large-scale virus replication during dengue infection. These results reveal that differential glycosylation of dengue virus envelope protein is highly dependent on cell state and suggest that studies of virus tropism using virus prepared in insect cells or tumor cell lines should be interpreted with caution.","The global prevalence of the dengue virus (DENV) has grown dramatically in recent decades, and it is now endemic in .100 countries, with some 2.5 billion people at risk of infection. Dengue is an arthropod-borne flavivirus that can be subdivided into the 4 major serotypes (DEN-1-DEN-4). Most dengue infections either are asymptomatic or lead to a self-limiting febrile illness, dengue fever. In some cases the illness is more severe, leading to dengue hemorrhagic fever (DHF) with severe plasma leakage and bleeding that can be life threatening."
